location_id,latitude,longitude,period_1_intensity_m,period_2_intensity_m,period_3_intensity_m,period_1_variance,period_2_variance,period_3_variance,hazard_type,unit
EUR_FLOO_000275,35.0,14.66,1.416,1.737,2.343,0.288,0.302,0.66,flood,meters
EUR_FLOO_000276,35.0,14.75,1.397,1.64,2.147,0.327,0.383,0.505,flood,meters
EUR_FLOO_000277,35.0,14.84,1.437,1.785,2.21,0.292,0.357,0.661,flood,meters
EUR_FLOO_000278,35.0,14.93,1.538,1.808,2.407,0.319,0.29,0.643,flood,meters
EUR_FLOO_000279,35.0,15.02,1.59,1.927,2.535,0.286,0.477,0.548,flood,meters
EUR_FLOO_000280,35.0,15.11,1.416,1.65,2.107,0.333,0.375,0.626,flood,meters
EUR_FLOO_000281,35.0,15.2,1.527,1.838,2.436,0.367,0.384,0.628,flood,meters
EUR_FLOO_000282,35.0,15.29,1.505,1.814,2.435,0.247,0.303,0.715,flood,meters
EUR_FLOO_000283,35.0,15.38,1.407,1.752,2.279,0.304,0.274,0.662,flood,meters
EUR_FLOO_000284,35.0,15.47,1.574,1.94,2.492,0.343,0.348,0.612,flood,meters
EUR_FLOO_000285,35.0,15.56,1.642,1.963,2.495,0.393,0.395,0.686,flood,meters
EUR_FLOO_000286,35.0,15.65,1.439,1.763,2.339,0.35,0.278,0.485,flood,meters
EUR_FLOO_000287,35.0,15.74,1.495,1.742,2.141,0.371,0.363,0.459,flood,meters
EUR_FLOO_000288,35.0,15.83,1.515,1.842,2.312,0.236,0.379,0.628,flood,meters
EUR_FLOO_000289,35.0,15.92,1.603,1.972,2.383,0.344,0.351,0.649,flood,meters
EUR_FLOO_000290,35.0,16.01,1.474,1.713,2.224,0.264,0.39,0.647,flood,meters
EUR_FLOO_000291,35.0,16.1,1.62,1.924,2.35,0.371,0.331,0.47,flood,meters
EUR_FLOO_000292,35.0,16.19,1.539,1.898,2.392,0.356,0.406,0.543,flood,meters
EUR_FLOO_000293,35.0,16.28,1.507,1.861,2.309,0.367,0.415,0.478,flood,meters
EUR_FLOO_000294,35.0,16.37,1.55,1.817,2.432,0.264,0.45,0.503,flood,meters
EUR_FLOO_000295,35.0,16.46,1.405,1.717,2.246,0.308,0.288,0.564,flood,meters
EUR_FLOO_000296,35.0,16.55,1.58,1.868,2.245,0.238,0.401,0.673,flood,meters
EUR_FLOO_000297,35.0,16.64,1.455,1.697,2.138,0.232,0.257,0.482,flood,meters
EUR_FLOO_000298,35.0,16.73,1.58,1.883,2.506,0.268,0.414,0.542,flood,meters
EUR_FLOO_000299,35.0,16.82,1.537,1.901,2.378,0.257,0.44,0.681,flood,meters
EUR_FLOO_000300,35.0,16.91,1.506,1.758,2.133,0.257,0.384,0.585,flood,meters
EUR_FLOO_000301,35.0,17.0,1.571,1.935,2.534,0.239,0.426,0.628,flood,meters
EUR_FLOO_000302,35.0,17.09,1.374,1.581,1.971,0.307,0.386,0.531,flood,meters
EUR_FLOO_000303,35.0,17.18,1.365,1.609,2.031,0.306,0.315,0.518,flood,meters
EUR_FLOO_000304,35.0,17.27,1.401,1.704,2.184,0.267,0.322,0.611,flood,meters
EUR_FLOO_000305,35.0,17.36,1.475,1.825,2.361,0.229,0.329,0.531,flood,meters
EUR_FLOO_000306,35.0,17.45,1.472,1.823,2.325,0.285,0.415,0.468,flood,meters
EUR_FLOO_000307,35.0,17.54,1.638,1.984,2.617,0.378,0.455,0.575,flood,meters
EUR_FLOO_000308,35.0,17.63,1.407,1.621,1.986,0.283,0.308,0.521,flood,meters
EUR_FLOO_000309,35.0,17.72,1.629,1.925,2.508,0.265,0.322,0.598,flood,meters
EUR_FLOO_000310,35.0,17.81,1.49,1.737,2.338,0.311,0.424,0.567,flood,meters
EUR_FLOO_000311,35.0,17.9,1.452,1.78,2.143,0.231,0.421,0.634,flood,meters
EUR_FLOO_000312,35.0,17.99,1.586,1.838,2.429,0.309,0.433,0.651,flood,meters
EUR_FLOO_000313,35.0,18.08,1.454,1.696,2.216,0.257,0.342,0.467,flood,meters
EUR_FLOO_000314,35.0,18.17,1.541,1.79,2.293,0.281,0.374,0.547,flood,meters
EUR_FLOO_000315,35.0,18.26,1.395,1.631,2.06,0.233,0.269,0.557,flood,meters
EUR_FLOO_000316,35.0,18.35,1.631,1.984,2.437,0.271,0.481,0.696,flood,meters
EUR_FLOO_000317,35.0,18.44,1.579,1.864,2.302,0.266,0.283,0.484,flood,meters
EUR_FLOO_000318,35.0,18.53,1.538,1.857,2.384,0.335,0.35,0.669,flood,meters
EUR_FLOO_000319,35.0,18.62,1.521,1.778,2.388,0.313,0.425,0.661,flood,meters
EUR_FLOO_000320,35.0,18.71,1.593,1.951,2.605,0.26,0.35,0.547,flood,meters
EUR_FLOO_000321,35.0,18.8,1.635,2.006,2.596,0.306,0.376,0.662,flood,meters
EUR_FLOO_000322,35.0,18.89,1.631,1.891,2.55,0.369,0.328,0.596,flood,meters
EUR_FLOO_000323,35.0,18.98,1.554,1.901,2.387,0.283,0.416,0.591,flood,meters
EUR_FLOO_000324,35.0,19.07,1.685,1.982,2.624,0.376,0.434,0.56,flood,meters
EUR_FLOO_000325,35.0,19.16,1.683,1.962,2.368,0.407,0.332,0.488,flood,meters
EUR_FLOO_000326,35.0,19.25,1.628,2.015,2.458,0.353,0.468,0.577,flood,meters
EUR_FLOO_000327,35.0,19.34,1.551,1.84,2.265,0.262,0.322,0.513,flood,meters
EUR_FLOO_000328,35.0,19.43,1.508,1.786,2.204,0.243,0.276,0.634,flood,meters
EUR_FLOO_000329,35.0,19.52,1.521,1.871,2.284,0.296,0.325,0.509,flood,meters
EUR_FLOO_000330,35.0,19.61,1.77,2.044,2.553,0.266,0.404,0.631,flood,meters
EUR_FLOO_000331,35.0,19.7,1.761,2.068,2.515,0.333,0.488,0.669,flood,meters
EUR_FLOO_000332,35.0,19.79,1.527,1.757,2.292,0.381,0.279,0.565,flood,meters
EUR_FLOO_000333,35.0,19.88,1.733,1.997,2.422,0.294,0.328,0.656,flood,meters
EUR_FLOO_000334,35.0,19.97,1.756,2.164,2.612,0.377,0.492,0.767,flood,meters
EUR_FLOO_000335,35.0,20.06,1.731,2.07,2.533,0.421,0.455,0.74,flood,meters
EUR_FLOO_000336,35.0,20.15,1.67,1.962,2.389,0.257,0.377,0.525,flood,meters
EUR_FLOO_000337,35.0,20.24,1.678,2.093,2.699,0.385,0.381,0.776,flood,meters
EUR_FLOO_000338,35.0,20.33,1.435,1.678,2.181,0.298,0.336,0.653,flood,meters
EUR_FLOO_000339,35.0,20.42,1.552,1.821,2.265,0.262,0.326,0.546,flood,meters
EUR_FLOO_000340,35.0,20.51,1.396,1.61,2.093,0.214,0.322,0.607,flood,meters
EUR_FLOO_000341,35.0,20.6,1.655,1.912,2.357,0.37,0.302,0.545,flood,meters
EUR_FLOO_000342,35.0,20.69,1.446,1.732,2.307,0.245,0.291,0.66,flood,meters
EUR_FLOO_000343,35.0,20.78,1.639,1.942,2.458,0.267,0.322,0.508,flood,meters
EUR_FLOO_000344,35.0,20.87,1.483,1.833,2.228,0.265,0.353,0.471,flood,meters
EUR_FLOO_000345,35.0,20.96,1.451,1.769,2.293,0.294,0.304,0.653,flood,meters
EUR_FLOO_000346,35.0,21.05,1.391,1.736,2.101,0.296,0.405,0.552,flood,meters
EUR_FLOO_000347,35.0,21.14,1.552,1.844,2.465,0.33,0.353,0.594,flood,meters
EUR_FLOO_000348,35.0,21.23,1.417,1.677,2.185,0.252,0.405,0.444,flood,meters
EUR_FLOO_000349,35.0,21.32,1.527,1.805,2.203,0.257,0.371,0.538,flood,meters
EUR_FLOO_000350,35.0,21.41,1.618,1.916,2.512,0.399,0.436,0.559,flood,meters
EUR_FLOO_000351,35.0,21.5,1.643,2.03,2.527,0.342,0.374,0.62,flood,meters
EUR_FLOO_000352,35.0,21.59,1.428,1.659,1.995,0.333,0.362,0.426,flood,meters
EUR_FLOO_000353,35.0,21.68,1.432,1.737,2.219,0.304,0.346,0.452,flood,meters
EUR_FLOO_000354,35.0,21.77,1.637,1.986,2.433,0.283,0.303,0.522,flood,meters
EUR_FLOO_000355,35.0,21.86,1.704,1.979,2.417,0.306,0.305,0.522,flood,meters
EUR_FLOO_000356,35.0,21.95,1.469,1.754,2.326,0.272,0.435,0.527,flood,meters
EUR_FLOO_000357,35.0,22.04,1.534,1.796,2.354,0.336,0.43,0.636,flood,meters
EUR_FLOO_000358,35.0,22.13,1.487,1.787,2.35,0.368,0.412,0.492,flood,meters
EUR_FLOO_000359,35.0,22.22,1.444,1.665,2.063,0.227,0.394,0.606,flood,meters
EUR_FLOO_000360,35.0,22.31,1.46,1.816,2.253,0.312,0.285,0.496,flood,meters
EUR_FLOO_000361,35.0,22.4,1.723,2.059,2.48,0.29,0.338,0.587,flood,meters
EUR_FLOO_000362,35.0,22.49,1.671,2.018,2.705,0.371,0.433,0.738,flood,meters
EUR_FLOO_000363,35.0,22.58,1.64,1.904,2.566,0.259,0.354,0.702,flood,meters
EUR_FLOO_000364,35.0,22.67,1.598,1.917,2.365,0.366,0.442,0.487,flood,meters
EUR_FLOO_000365,35.0,22.76,1.718,2.008,2.659,0.36,0.452,0.705,flood,meters
EUR_FLOO_000366,35.0,22.85,1.486,1.775,2.247,0.225,0.283,0.593,flood,meters
EUR_FLOO_000367,35.0,22.94,1.664,1.967,2.546,0.301,0.477,0.63,flood,meters
EUR_FLOO_000368,35.0,23.03,1.517,1.86,2.352,0.311,0.289,0.62,flood,meters
EUR_FLOO_000369,35.0,23.12,1.424,1.643,2.07,0.224,0.364,0.548,flood,meters
EUR_FLOO_000370,35.0,23.21,1.391,1.615,2.076,0.26,0.341,0.439,flood,meters
EUR_FLOO_000371,35.0,23.3,1.616,1.917,2.398,0.383,0.403,0.552,flood,meters
EUR_FLOO_000372,35.0,23.39,1.417,1.749,2.275,0.275,0.365,0.666,flood,meters
EUR_FLOO_000373,35.0,23.48,1.387,1.627,1.988,0.266,0.31,0.501,flood,meters
EUR_FLOO_000374,35.0,23.57,1.442,1.787,2.252,0.228,0.362,0.516,flood,meters
EUR_FLOO_000375,35.0,23.66,1.382,1.658,2.022,0.243,0.283,0.559,flood,meters
EUR_FLOO_000376,35.0,23.75,1.557,1.898,2.33,0.325,0.467,0.643,flood,meters
EUR_FLOO_000377,35.0,23.84,1.409,1.722,2.251,0.213,0.304,0.623,flood,meters
EUR_FLOO_000378,35.0,23.93,1.61,1.852,2.404,0.318,0.37,0.673,flood,meters
EUR_FLOO_000379,35.0,24.02,1.337,1.565,1.982,0.261,0.38,0.457,flood,meters
EUR_FLOO_000380,35.0,24.11,1.607,1.974,2.637,0.306,0.49,0.7,flood,meters
EUR_FLOO_000381,35.0,24.2,1.608,1.941,2.479,0.331,0.388,0.538,flood,meters
EUR_FLOO_000382,35.0,24.29,1.531,1.91,2.456,0.249,0.391,0.656,flood,meters
EUR_FLOO_000383,35.0,24.38,1.486,1.855,2.5,0.325,0.433,0.575,flood,meters
EUR_FLOO_000384,35.0,24.47,1.542,1.802,2.201,0.331,0.279,0.524,flood,meters
EUR_FLOO_000385,35.0,24.56,1.503,1.796,2.345,0.324,0.403,0.63,flood,meters
EUR_FLOO_000386,35.0,24.65,1.589,1.948,2.557,0.324,0.376,0.736,flood,meters
EUR_FLOO_000387,35.0,24.74,1.492,1.773,2.321,0.282,0.347,0.494,flood,meters
EUR_FLOO_000388,35.0,24.83,1.542,1.83,2.317,0.279,0.339,0.521,flood,meters
EUR_FLOO_000389,35.0,24.92,1.423,1.679,2.144,0.299,0.292,0.469,flood,meters
EUR_FLOO_000390,35.0,25.01,1.523,1.771,2.282,0.245,0.295,0.66,flood,meters
EUR_FLOO_000391,35.0,25.1,1.486,1.832,2.43,0.325,0.287,0.683,flood,meters
EUR_FLOO_000392,35.0,25.19,1.701,2.121,2.84,0.411,0.521,0.716,flood,meters
EUR_FLOO_000393,35.0,25.28,1.573,1.82,2.267,0.257,0.292,0.473,flood,meters
EUR_FLOO_000394,35.0,25.37,1.556,1.941,2.51,0.361,0.322,0.689,flood,meters
EUR_FLOO_000395,35.0,25.46,1.541,1.856,2.357,0.368,0.441,0.546,flood,meters
EUR_FLOO_000396,35.0,25.55,1.464,1.732,2.272,0.358,0.351,0.561,flood,meters
EUR_FLOO_000397,35.0,25.64,1.569,1.93,2.34,0.357,0.478,0.587,flood,meters
EUR_FLOO_000398,35.0,25.73,1.704,1.982,2.551,0.344,0.396,0.72,flood,meters
EUR_FLOO_000399,35.0,25.82,1.487,1.849,2.383,0.254,0.308,0.569,flood,meters
EUR_FLOO_000400,35.0,25.91,1.51,1.747,2.119,0.296,0.376,0.527,flood,meters
EUR_FLOO_000401,35.0,26.0,1.563,1.912,2.419,0.281,0.325,0.579,flood,meters
EUR_FLOO_000402,35.0,26.09,1.666,1.984,2.385,0.283,0.456,0.639,flood,meters
EUR_FLOO_000403,35.0,26.18,1.598,1.926,2.477,0.293,0.418,0.651,flood,meters
EUR_FLOO_000404,35.0,26.27,1.672,2.001,2.675,0.356,0.306,0.557,flood,meters
EUR_FLOO_000405,35.0,26.36,1.513,1.779,2.188,0.312,0.32,0.538,flood,meters
EUR_FLOO_000406,35.0,26.45,1.58,1.941,2.541,0.371,0.384,0.533,flood,meters
EUR_FLOO_000407,35.0,26.54,1.583,1.962,2.622,0.261,0.444,0.68,flood,meters
EUR_FLOO_000408,35.0,26.63,1.492,1.779,2.257,0.258,0.32,0.581,flood,meters
EUR_FLOO_000409,35.0,26.72,1.596,1.961,2.545,0.35,0.296,0.588,flood,meters
EUR_FLOO_000410,35.0,26.81,1.523,1.803,2.223,0.325,0.401,0.544,flood,meters
EUR_FLOO_000411,35.0,26.9,1.518,1.758,2.28,0.29,0.434,0.517,flood,meters
EUR_FLOO_000412,35.0,26.99,1.479,1.83,2.323,0.335,0.412,0.63,flood,meters
EUR_FLOO_000413,35.0,27.08,1.641,1.91,2.544,0.25,0.306,0.642,flood,meters
EUR_FLOO_000414,35.0,27.17,1.534,1.867,2.462,0.236,0.327,0.572,flood,meters
EUR_FLOO_000415,35.0,27.26,1.477,1.709,2.108,0.314,0.266,0.609,flood,meters
EUR_FLOO_000416,35.0,27.35,1.389,1.68,2.07,0.249,0.374,0.449,flood,meters
EUR_FLOO_000417,35.0,27.44,1.423,1.639,2.066,0.3,0.344,0.504,flood,meters
EUR_FLOO_000418,35.0,27.53,1.591,1.92,2.503,0.241,0.471,0.668,flood,meters
EUR_FLOO_000419,35.0,27.62,1.678,1.986,2.539,0.256,0.376,0.635,flood,meters
EUR_FLOO_000420,35.0,27.71,1.596,1.905,2.465,0.354,0.456,0.538,flood,meters
EUR_FLOO_000421,35.0,27.8,1.704,2.092,2.619,0.355,0.457,0.573,flood,meters
EUR_FLOO_000422,35.0,27.89,1.731,2.017,2.431,0.345,0.331,0.69,flood,meters
EUR_FLOO_000423,35.0,27.98,1.528,1.857,2.302,0.292,0.303,0.541,flood,meters
EUR_FLOO_000424,35.0,28.07,1.748,2.048,2.54,0.361,0.341,0.593,flood,meters
EUR_FLOO_000425,35.0,28.16,1.519,1.836,2.295,0.301,0.36,0.482,flood,meters
EUR_FLOO_000426,35.0,28.25,1.506,1.882,2.45,0.331,0.437,0.685,flood,meters
EUR_FLOO_000427,35.0,28.34,1.641,2.018,2.508,0.393,0.356,0.504,flood,meters
EUR_FLOO_000428,35.0,28.43,1.722,2.08,2.573,0.279,0.339,0.658,flood,meters
EUR_FLOO_000429,35.0,28.52,1.707,2.031,2.527,0.266,0.379,0.715,flood,meters
EUR_FLOO_000430,35.0,28.61,1.557,1.809,2.242,0.279,0.343,0.547,flood,meters
EUR_FLOO_000431,35.0,28.7,1.726,2.047,2.712,0.36,0.459,0.672,flood,meters
EUR_FLOO_000432,35.0,28.79,1.785,2.181,2.891,0.32,0.331,0.803,flood,meters
EUR_FLOO_000433,35.0,28.88,1.493,1.845,2.342,0.231,0.385,0.596,flood,meters
EUR_FLOO_000434,35.0,28.97,1.749,2.127,2.72,0.381,0.522,0.773,flood,meters
EUR_FLOO_000435,35.0,29.06,1.48,1.746,2.27,0.23,0.299,0.564,flood,meters
EUR_FLOO_000436,35.0,29.15,1.635,2.037,2.491,0.248,0.477,0.645,flood,meters
EUR_FLOO_000437,35.0,29.24,1.601,1.851,2.224,0.248,0.413,0.654,flood,meters
EUR_FLOO_000438,35.0,29.33,1.593,1.846,2.391,0.294,0.284,0.692,flood,meters
EUR_FLOO_000439,35.0,29.42,1.688,2.037,2.488,0.335,0.341,0.56,flood,meters
EUR_FLOO_000440,35.0,29.51,1.58,1.861,2.432,0.252,0.286,0.541,flood,meters
EUR_FLOO_000441,35.0,29.6,1.584,1.861,2.237,0.248,0.294,0.568,flood,meters
EUR_FLOO_000442,35.0,29.69,1.503,1.748,2.122,0.276,0.363,0.519,flood,meters
EUR_FLOO_000443,35.0,29.78,1.731,2.113,2.73,0.421,0.484,0.776,flood,meters
EUR_FLOO_000444,35.0,29.87,1.507,1.776,2.221,0.292,0.339,0.553,flood,meters
EUR_FLOO_000445,35.0,29.96,1.705,2.047,2.501,0.363,0.51,0.744,flood,meters
EUR_FLOO_000446,35.0,30.05,1.664,2.044,2.693,0.261,0.356,0.674,flood,meters
EUR_FLOO_000447,35.0,30.14,1.423,1.684,2.083,0.249,0.325,0.441,flood,meters
EUR_FLOO_000448,35.0,30.23,1.52,1.894,2.282,0.277,0.386,0.5,flood,meters
EUR_FLOO_000449,35.0,30.32,1.413,1.675,2.246,0.238,0.264,0.613,flood,meters
EUR_FLOO_000450,35.0,30.41,1.609,1.854,2.256,0.293,0.4,0.581,flood,meters
EUR_FLOO_000451,35.0,30.5,1.404,1.644,2.086,0.295,0.249,0.444,flood,meters
EUR_FLOO_000452,35.0,30.59,1.589,1.919,2.466,0.361,0.463,0.637,flood,meters
EUR_FLOO_000453,35.0,30.68,1.559,1.869,2.308,0.364,0.426,0.508,flood,meters
EUR_FLOO_000454,35.0,30.77,1.717,1.977,2.568,0.392,0.313,0.544,flood,meters
EUR_FLOO_000455,35.0,30.86,1.566,1.859,2.459,0.247,0.381,0.506,flood,meters
EUR_FLOO_000456,35.0,30.95,1.659,2.012,2.627,0.399,0.494,0.585,flood,meters
EUR_FLOO_000457,35.0,31.04,1.562,1.835,2.216,0.279,0.341,0.56,flood,meters
EUR_FLOO_000458,35.0,31.13,1.541,1.795,2.184,0.27,0.306,0.629,flood,meters
EUR_FLOO_000459,35.0,31.22,1.622,1.869,2.367,0.362,0.351,0.492,flood,meters
EUR_FLOO_000460,35.0,31.31,1.723,1.991,2.592,0.333,0.385,0.69,flood,meters
EUR_FLOO_000461,35.0,31.4,1.689,1.951,2.451,0.385,0.331,0.723,flood,meters
EUR_FLOO_000462,35.0,31.49,1.748,2.019,2.517,0.336,0.494,0.55,flood,meters
EUR_FLOO_000463,35.0,31.58,1.598,1.856,2.502,0.356,0.44,0.679,flood,meters
EUR_FLOO_000464,35.0,31.67,1.627,1.904,2.357,0.395,0.436,0.579,flood,meters
EUR_FLOO_000465,35.0,31.76,1.762,2.065,2.492,0.291,0.447,0.7,flood,meters
EUR_FLOO_000466,35.0,31.85,1.64,2.026,2.63,0.318,0.436,0.583,flood,meters
EUR_FLOO_000467,35.0,31.94,1.533,1.785,2.201,0.351,0.27,0.505,flood,meters
EUR_FLOO_000468,35.0,32.03,1.619,1.959,2.476,0.386,0.462,0.719,flood,meters
EUR_FLOO_000469,35.0,32.12,1.518,1.81,2.291,0.287,0.333,0.484,flood,meters
EUR_FLOO_000470,35.0,32.21,1.771,2.125,2.827,0.298,0.46,0.837,flood,meters
EUR_FLOO_000471,35.0,32.3,1.679,1.989,2.467,0.362,0.486,0.717,flood,meters
EUR_FLOO_000472,35.0,32.39,1.666,1.919,2.341,0.336,0.439,0.471,flood,meters
EUR_FLOO_000473,35.0,32.48,1.57,1.901,2.475,0.33,0.286,0.709,flood,meters
EUR_FLOO_000474,35.0,32.57,1.607,1.927,2.425,0.38,0.307,0.654,flood,meters
EUR_FLOO_000475,35.0,32.66,1.696,2.107,2.809,0.33,0.493,0.791,flood,meters
EUR_FLOO_000476,35.0,32.75,1.533,1.779,2.167,0.282,0.432,0.49,flood,meters
EUR_FLOO_000477,35.0,32.84,1.621,1.948,2.409,0.354,0.295,0.658,flood,meters
EUR_FLOO_000478,35.0,32.93,1.723,2.101,2.801,0.369,0.389,0.777,flood,meters
EUR_FLOO_000479,35.0,33.02,1.671,2.062,2.682,0.265,0.505,0.677,flood,meters
EUR_FLOO_000480,35.0,33.11,1.797,2.079,2.57,0.413,0.35,0.659,flood,meters
EUR_FLOO_000481,35.0,33.2,1.686,1.994,2.525,0.395,0.385,0.664,flood,meters
EUR_FLOO_000482,35.0,33.29,1.75,2.174,2.681,0.41,0.497,0.774,flood,meters
EUR_FLOO_000483,35.0,33.38,1.767,2.069,2.55,0.393,0.452,0.722,flood,meters
EUR_FLOO_000484,35.0,33.47,1.561,1.851,2.449,0.328,0.4,0.498,flood,meters
EUR_FLOO_000485,35.0,33.56,1.569,1.817,2.186,0.264,0.403,0.546,flood,meters
EUR_FLOO_000486,35.0,33.65,1.57,1.869,2.494,0.348,0.404,0.713,flood,meters
EUR_FLOO_000487,35.0,33.74,1.555,1.807,2.273,0.279,0.438,0.527,flood,meters
EUR_FLOO_000488,35.0,33.83,1.718,2.057,2.753,0.341,0.476,0.814,flood,meters
EUR_FLOO_000489,35.0,33.92,1.498,1.859,2.289,0.364,0.319,0.467,flood,meters
EUR_FLOO_000490,35.0,34.01,1.724,2.128,2.767,0.329,0.443,0.802,flood,meters
EUR_FLOO_000491,35.0,34.1,1.474,1.832,2.433,0.277,0.43,0.713,flood,meters
EUR_FLOO_000492,35.0,34.19,1.548,1.816,2.304,0.278,0.43,0.48,flood,meters
EUR_FLOO_000493,35.0,34.28,1.712,2.045,2.516,0.301,0.462,0.628,flood,meters
EUR_FLOO_000494,35.0,34.37,1.46,1.732,2.081,0.306,0.363,0.613,flood,meters
EUR_FLOO_000495,35.0,34.46,1.503,1.84,2.211,0.35,0.375,0.647,flood,meters
EUR_FLOO_000496,35.0,34.55,1.627,1.977,2.521,0.4,0.466,0.663,flood,meters
EUR_FLOO_000497,35.0,34.64,1.476,1.801,2.205,0.243,0.37,0.553,flood,meters
EUR_FLOO_000498,35.0,34.73,1.671,1.993,2.609,0.401,0.49,0.574,flood,meters
EUR_FLOO_000499,35.0,34.82,1.737,2.072,2.489,0.315,0.354,0.608,flood,meters
EUR_FLOO_000500,35.0,34.91,1.669,2.083,2.614,0.305,0.46,0.554,flood,meters
EUR_FLOO_000501,35.0,35.0,1.564,1.931,2.564,0.284,0.439,0.515,flood,meters
EUR_FLOO_000502,35.0,35.09,1.469,1.831,2.204,0.329,0.41,0.567,flood,meters
EUR_FLOO_000503,35.0,35.18,1.516,1.89,2.522,0.276,0.388,0.649,flood,meters
EUR_FLOO_000504,35.0,35.27,1.696,1.962,2.618,0.262,0.412,0.67,flood,meters
EUR_FLOO_000505,35.0,35.36,1.605,1.924,2.593,0.242,0.332,0.737,flood,meters
EUR_FLOO_000506,35.0,35.45,1.519,1.752,2.305,0.341,0.275,0.576,flood,meters
EUR_FLOO_000507,35.0,35.54,1.605,1.849,2.378,0.356,0.298,0.511,flood,meters
EUR_FLOO_000508,35.0,35.63,1.518,1.867,2.334,0.243,0.423,0.501,flood,meters
EUR_FLOO_000509,35.0,35.72,1.535,1.805,2.257,0.285,0.358,0.583,flood,meters
EUR_FLOO_000510,35.0,35.81,1.578,1.928,2.356,0.318,0.325,0.678,flood,meters
EUR_FLOO_000511,35.0,35.9,1.808,2.237,2.991,0.409,0.467,0.846,flood,meters
EUR_FLOO_000512,35.0,35.99,1.584,1.91,2.306,0.384,0.331,0.513,flood,meters
EUR_FLOO_000513,35.0,36.08,1.622,1.913,2.4,0.4,0.303,0.614,flood,meters
EUR_FLOO_000514,35.0,36.17,1.64,1.965,2.439,0.389,0.415,0.621,flood,meters
EUR_FLOO_000515,35.0,36.26,1.534,1.913,2.391,0.361,0.335,0.587,flood,meters
EUR_FLOO_000516,35.0,36.35,1.561,1.919,2.403,0.325,0.304,0.514,flood,meters
EUR_FLOO_000517,35.0,36.44,1.576,1.868,2.243,0.363,0.458,0.508,flood,meters
EUR_FLOO_000518,35.0,36.53,1.79,2.224,2.776,0.297,0.486,0.81,flood,meters
EUR_FLOO_000519,35.0,36.62,1.62,1.956,2.359,0.287,0.382,0.496,flood,meters
EUR_FLOO_000520,35.0,36.71,1.714,2.111,2.743,0.328,0.389,0.738,flood,meters
EUR_FLOO_000521,35.0,36.8,1.519,1.898,2.496,0.322,0.457,0.505,flood,meters
EUR_FLOO_000522,35.0,36.89,1.489,1.841,2.232,0.299,0.298,0.577,flood,meters
EUR_FLOO_000523,35.0,36.98,1.485,1.722,2.205,0.26,0.312,0.535,flood,meters
EUR_FLOO_000524,35.0,37.07,1.502,1.863,2.503,0.373,0.4,0.641,flood,meters
EUR_FLOO_000525,35.0,37.16,1.589,1.964,2.384,0.376,0.488,0.546,flood,meters
EUR_FLOO_000526,35.0,37.25,1.501,1.755,2.339,0.306,0.393,0.592,flood,meters
EUR_FLOO_000527,35.0,37.34,1.473,1.711,2.141,0.329,0.355,0.482,flood,meters
EUR_FLOO_000528,35.0,37.43,1.676,2.022,2.604,0.276,0.381,0.575,flood,meters
EUR_FLOO_000529,35.0,37.52,1.687,2.049,2.583,0.273,0.414,0.527,flood,meters
EUR_FLOO_000530,35.0,37.61,1.532,1.84,2.271,0.336,0.428,0.667,flood,meters
EUR_FLOO_000531,35.0,37.7,1.67,1.963,2.413,0.417,0.327,0.723,flood,meters
EUR_FLOO_000532,35.0,37.79,1.743,2.102,2.601,0.292,0.319,0.525,flood,meters
EUR_FLOO_000533,35.0,37.88,1.732,2.149,2.784,0.283,0.362,0.761,flood,meters
EUR_FLOO_000534,35.0,37.97,1.665,2.008,2.645,0.324,0.398,0.586,flood,meters
EUR_FLOO_000535,35.0,38.06,1.685,2.011,2.696,0.302,0.376,0.606,flood,meters
EUR_FLOO_000536,35.0,38.15,1.557,1.92,2.564,0.355,0.374,0.526,flood,meters
EUR_FLOO_000537,35.0,38.24,1.613,1.952,2.415,0.351,0.369,0.59,flood,meters
EUR_FLOO_000538,35.0,38.33,1.622,2.026,2.44,0.367,0.412,0.629,flood,meters
EUR_FLOO_000539,35.0,38.42,1.517,1.874,2.333,0.255,0.376,0.618,flood,meters
EUR_FLOO_000540,35.0,38.51,1.348,1.642,2.014,0.241,0.276,0.551,flood,meters
EUR_FLOO_000541,35.0,38.6,1.615,1.859,2.454,0.392,0.31,0.649,flood,meters
EUR_FLOO_000542,35.0,38.69,1.442,1.701,2.19,0.225,0.283,0.617,flood,meters
EUR_FLOO_000543,35.0,38.78,1.604,1.967,2.577,0.277,0.43,0.525,flood,meters
EUR_FLOO_000544,35.0,38.87,1.582,1.889,2.452,0.331,0.352,0.594,flood,meters
EUR_FLOO_000545,35.0,38.96,1.437,1.772,2.128,0.27,0.432,0.428,flood,meters
EUR_FLOO_000546,35.0,39.05,1.597,1.993,2.676,0.328,0.37,0.624,flood,meters
EUR_FLOO_000547,35.0,39.14,1.378,1.59,2.11,0.327,0.347,0.544,flood,meters
EUR_FLOO_000548,35.0,39.23,1.425,1.749,2.152,0.308,0.398,0.613,flood,meters
EUR_FLOO_000549,35.0,39.32,1.516,1.795,2.299,0.319,0.382,0.551,flood,meters
EUR_FLOO_000550,35.0,39.41,1.367,1.673,2.246,0.215,0.349,0.623,flood,meters
EUR_FLOO_000551,35.0,39.5,1.571,1.822,2.206,0.262,0.433,0.519,flood,meters
EUR_FLOO_000552,35.0,39.59,1.578,1.867,2.402,0.302,0.427,0.501,flood,meters
